,1st_ace_percentage,1st_serve_percentage,1st_velocity,2nd_velocity,ad_percentage,deuce_percentage,double_fault_percentage,gender,opponent,player,points_won,serve_win_percentage,surface,tournament,handedness,Height
800,0.02,0.684931507,0,0,0.477272727,0.522727273,0.04109589,F,Viktorija Golubic,Lesia Tsurenko,72,0.602739726,grass,wimbledon,R,68.5
801,0.054054054,0.660714286,93.7027027,82.46666667,0.409090909,0.590909091,0.071428571,F,Magdalena Rybarikova,Lesia Tsurenko,42,0.392857143,grass,wimbledon,R,68.5
802,0,0.604395604,96.78181818,85.09090909,0.480769231,0.519230769,0.032967033,F,Angelique Kerber,Lesia Tsurenko,81,0.571428571,hard,aus,R,68.5
904,0.061538462,0.684210526,73.12307692,59.25,0.531914894,0.468085106,0.063157895,F,Viktorija Golubic,Aliaksandra Sasnovich,103,0.494736842,clay,french,R,68.5
905,0,0.701298701,0,0,0.538461538,0.461538462,0.064935065,F,Shuai Zhang,Aliaksandra Sasnovich,78,0.506493506,clay,french,R,68.5
906,0.088235294,0.586206897,95.58823529,86.68421053,0.5,0.5,0.086206897,F,Jelena Ostapenko,Aliaksandra Sasnovich,58,0.448275862,grass,wimbledon,R,68.5
907,0.024390244,0.621212121,92.3902439,80.36363636,0.486486486,0.513513514,0.045454545,F,Ashleigh Barty,Aliaksandra Sasnovich,62,0.560606061,hard,us,R,68.5
908,0.037037037,0.642857143,94.11111111,78.4,0.35,0.65,0.119047619,F,Shuai Zhang,Aliaksandra Sasnovich,30,0.476190476,hard,aus,R,68.5
925,0.049180328,0.7625,77.81967213,54.86666667,0.545454545,0.454545455,0.05,F,Christina McHale,Svetlana Kuznetsova,86,0.55,clay,french,R,68.5
926,0.085714286,0.619469027,90.91428571,62.66666667,0.428571429,0.571428571,0.008849558,F,Oceane Dodin,Svetlana Kuznetsova,113,0.495575221,clay,french,R,68.5
927,0.010309278,0.751937984,76.94845361,63.32142857,0.493150685,0.506849315,0.031007752,F,Shuai Zhang,Svetlana Kuznetsova,121,0.565891473,clay,french,R,68.5
928,0.018867925,0.697368421,85.11320755,68.9047619,0.526315789,0.473684211,0.026315789,F,Caroline Wozniacki,Svetlana Kuznetsova,71,0.5,clay,french,R,68.5
929,0.027027027,0.672727273,97.16216216,76.61111111,0.58974359,0.41025641,0,F,Ons Jabeur,Svetlana Kuznetsova,68,0.709090909,grass,wimbledon,R,68.5
930,0.119047619,0.677419355,95,80.41176471,0.405405405,0.594594595,0.048387097,F,Ekaterina Makarova,Svetlana Kuznetsova,66,0.596774194,grass,wimbledon,R,68.5
931,0,0.740740741,90.575,79.92307692,0.486486486,0.513513514,0.018518519,F,Polona Hercog,Svetlana Kuznetsova,59,0.685185185,grass,wimbledon,R,68.5
932,0.052631579,0.678571429,92.13157895,75.88235294,0.45,0.55,0.017857143,F,Agnieszka Radwanska,Svetlana Kuznetsova,75,0.714285714,grass,wimbledon,R,68.5
933,0.032258065,0.688888889,92.74193548,83,0.4,0.6,0.022222222,F,Garbine Muguruza,Svetlana Kuznetsova,51,0.666666667,grass,wimbledon,R,68.5
934,0.021505376,0.732283465,80.32258065,53.25925926,0.515151515,0.484848485,0.05511811,F,Marketa Vondrousova,Svetlana Kuznetsova,113,0.519685039,hard,us,R,68.5
935,0.040540541,0.762886598,75.78378378,64.66666667,0.450980392,0.549019608,0.020618557,F,Kurumi Nara,Svetlana Kuznetsova,92,0.525773196,hard,us,R,68.5
936,0.035714286,0.549019608,90.21428571,80.89473684,0.53125,0.46875,0.078431373,F,,Svetlana Kuznetsova,59,0.62745098,hard,aus,R,68.5
937,0.027027027,0.698113208,86.91891892,76.63636364,0.5,0.5,0.094339623,F,Jaimee Fourlis,Svetlana Kuznetsova,72,0.603773585,hard,aus,R,68.5
938,0.05,0.625,94.85,75.97560976,0.521126761,0.478873239,0.0546875,F,Jelena Jankovic,Svetlana Kuznetsova,142,0.5546875,hard,aus,R,68.5
939,0.023255814,0.661538462,93.27906977,83.05,0.5625,0.4375,0.030769231,F,Anastasia Pavlyuchenkova,Svetlana Kuznetsova,48,0.492307692,hard,aus,R,68.5
971,0.04,0.694444444,0,0,0.533333333,0.466666667,0.055555556,F,Natalia Vikhlyantseva,Johanna Larsson,78,0.625,clay,french,R,68.5
972,0.017241379,0.783783784,82.98275862,66.4,0.52173913,0.47826087,0.013513514,F,Yulia Putintseva,Johanna Larsson,91,0.621621622,clay,french,R,68.5
973,0.035714286,0.417910448,95.53571429,82.71428571,0.514285714,0.485714286,0.059701493,F,Petra Kvitova,Johanna Larsson,56,0.52238806,grass,wimbledon,R,68.5
978,0,0.522727273,90.13043478,82.0625,0.388888889,0.611111111,0.113636364,F,Yulia Putintseva,Myrtille Georges,39,0.409090909,clay,french,R,68.5
979,0.019230769,0.536082474,0,0,0.488372093,0.511627907,0.134020619,F,,Myrtille Georges,82,0.443298969,hard,aus,R,68.5
999,0.048780488,0.640625,0,0,0.5,0.5,0.046875,F,Shelby Rogers,Marina Erakovic,59,0.65625,clay,french,R,68.5
1000,0,0.564516129,101.6571429,80.90909091,0.5,0.5,0.080645161,F,Simona Halep,Marina Erakovic,49,0.483870968,grass,wimbledon,R,68.5
1001,0.043478261,0.696969697,103.0217391,86.6,0.447368421,0.552631579,0.075757576,F,,Marina Erakovic,62,0.575757576,hard,aus,R,68.5
1126,0,0.590909091,87.17948718,72.73913043,0.476190476,0.523809524,0.060606061,F,Lara Arruabarrena,Dominika Cibulkova,67,0.636363636,clay,french,R,68.5
1127,0,0.61971831,91.75,69,0.526315789,0.473684211,0.042253521,F,Ons Jabeur,Dominika Cibulkova,52,0.535211268,clay,french,R,68.5
1128,0,0.726495726,86.16470588,76.38709677,0.509803922,0.490196078,0.008547009,F,Andrea Petkovic,Dominika Cibulkova,113,0.435897436,grass,wimbledon,R,68.5
1129,0,0.781818182,83.27906977,77.36363636,0.428571429,0.571428571,0.018181818,F,Jennifer Brady,Dominika Cibulkova,61,0.763636364,grass,wimbledon,R,68.5
1130,0.061728395,0.642857143,94.81481481,83.95121951,0.565217391,0.434782609,0.031746032,F,Ana Konjuh,Dominika Cibulkova,112,0.547619048,grass,wimbledon,R,68.5
1131,0,0.721311475,88.77272727,82.41935484,0.467532468,0.532467532,0.024590164,F,Jana Cepelova,Dominika Cibulkova,112,0.631147541,hard,us,R,68.5
1132,0,0.658119658,87.68831169,80.02941176,0.532258065,0.467741935,0.051282051,F,Sloane Stephens,Dominika Cibulkova,107,0.52991453,hard,us,R,68.5
1133,0.02173913,0.630136986,93.93478261,81.75,0.613636364,0.386363636,0.04109589,F,Denisa Allertova,Dominika Cibulkova,81,0.602739726,hard,aus,R,68.5
1134,0.018867925,0.654320988,93.41509434,79.96,0.469387755,0.530612245,0.037037037,F,Su Wei Hsieh,Dominika Cibulkova,81,0.604938272,hard,aus,R,68.5
1135,0,0.639175258,91.27419355,79.87096774,0.538461538,0.461538462,0.041237113,F,Ekaterina Makarova,Dominika Cibulkova,100,0.536082474,hard,aus,R,68.5
1136,0.054054054,0.544117647,87.18918919,64.93103448,0.409090909,0.590909091,0.029411765,F,Yaroslava Shvedova,Elina Svitolina,67,0.647058824,clay,french,R,68.5
1137,0.023255814,0.597222222,87.13953488,59.95833333,0.5,0.5,0.069444444,F,Tsvetana Pironkova,Elina Svitolina,82,0.583333333,clay,french,R,68.5
1138,0.051282051,0.6,82.48717949,55.71428571,0.531914894,0.468085106,0.076923077,F,Magda Linette,Elina Svitolina,78,0.723076923,clay,french,R,68.5
1139,0.071428571,0.68627451,77.45714286,52.07407407,0.5,0.5,0.049019608,F,Petra Martic,Elina Svitolina,90,0.568627451,clay,french,R,68.5
1140,0.014492754,0.621621622,86.44927536,65.525,0.524590164,0.475409836,0.018018018,F,Simona Halep,Elina Svitolina,101,0.54954955,clay,french,R,68.5
1141,0.087719298,0.553398058,66.43859649,59.45,0.523809524,0.476190476,0.058252427,F,Ashleigh Barty,Elina Svitolina,101,0.611650485,grass,wimbledon,R,68.5
1142,0.12,0.581395349,78.44,81.8125,0.466666667,0.533333333,0.046511628,F,Francesca Schiavone,Elina Svitolina,52,0.697674419,grass,wimbledon,R,68.5
1143,0.085714286,0.673076923,101.2571429,80.25,0.424242424,0.575757576,0.019230769,F,Carina Witthoeft,Elina Svitolina,68,0.634615385,grass,wimbledon,R,68.5
1144,0.125,0.506329114,97.675,81.11428571,0.394736842,0.605263158,0.050632911,F,Jelena Ostapenko,Elina Svitolina,85,0.481012658,grass,wimbledon,R,68.5
1145,0.065217391,0.511111111,100.173913,74.04878049,0.551724138,0.448275862,0.033333333,F,Katerina Siniakova,Elina Svitolina,104,0.644444444,hard,us,R,68.5
1146,0.117647059,0.548387097,101.2352941,73.18518519,0.428571429,0.571428571,0.016129032,F,Evgeniya Rodina,Elina Svitolina,69,0.677419355,hard,us,R,68.5
1147,0.088888889,0.625,89.33333333,71.30434783,0.488372093,0.511627907,0.055555556,F,Shelby Rogers,Elina Svitolina,74,0.597222222,hard,us,R,68.5
1148,0.016666667,0.612244898,102.1166667,77.45454545,0.545454545,0.454545455,0.051020408,F,Madison Keys,Elina Svitolina,97,0.56122449,hard,us,R,68.5
1149,0.05,0.625,99.3,74.11111111,0.475,0.525,0.09375,F,Galina Voskoboeva,Elina Svitolina,70,0.625,hard,aus,R,68.5
1150,0.142857143,0.509090909,95.71428571,72.80769231,0.4,0.6,0.018181818,F,Julia Boserup,Elina Svitolina,67,0.545454545,hard,aus,R,68.5
1151,0.12,0.581395349,99.08,72.63636364,0.520833333,0.479166667,0.034883721,F,Anastasia Pavlyuchenkova,Elina Svitolina,104,0.558139535,hard,aus,R,68.5
1459,0.021276596,0.68115942,0,0,0.571428571,0.428571429,0.014492754,F,Ekaterina Alexandrova,Katerina Siniakova,78,0.608695652,clay,french,R,68.5
1460,0.041666667,0.52173913,0,0,0.541666667,0.458333333,0.065217391,F,Maria Sakkari,Katerina Siniakova,43,0.52173913,grass,wimbledon,R,68.5
1461,0,0.608695652,89.75,79.28571429,0.47826087,0.52173913,0.086956522,F,Elina Svitolina,Katerina Siniakova,78,0.5,hard,us,R,68.5
1462,0.052631579,0.6,0,0,0.5,0.5,0.073684211,F,Julia Goerges,Katerina Siniakova,85,0.610526316,hard,aus,R,68.5
1497,0.052631579,0.633333333,92.1754386,70.13793103,0.537037037,0.462962963,0.044444444,F,,Anett Kontaveit,85,0.6,clay,french,R,68.5
1498,0.068181818,0.637681159,0,0,0.526315789,0.473684211,0.043478261,F,Lara Arruabarrena,Anett Kontaveit,69,0.550724638,grass,wimbledon,R,68.5
1499,0.179487179,0.847826087,0,0,0.540540541,0.459459459,0,F,Daria Kasatkina,Anett Kontaveit,66,0.804347826,grass,wimbledon,R,68.5
1500,0.056338028,0.689320388,97.36619718,91.26923077,0.473684211,0.526315789,0.058252427,F,Caroline Wozniacki,Anett Kontaveit,93,0.553398058,grass,wimbledon,R,68.5
1501,0.03030303,0.622641509,0,0,0.538461538,0.461538462,0.113207547,F,Maria Sakkari,Anett Kontaveit,40,0.490566038,hard,aus,R,68.5
1507,0.090909091,0.611111111,0,0,0.52173913,0.47826087,0.074074074,F,Magda Linette,Ana Konjuh,42,0.425925926,clay,french,R,68.5
1508,0.04,0.609756098,0,0,0.466666667,0.533333333,0.024390244,F,Sabine Lisicki,Ana Konjuh,60,0.731707317,grass,wimbledon,R,68.5
1509,0.107142857,0.583333333,0,0,0.5,0.5,0.083333333,F,Irina Camelia Begu,Ana Konjuh,101,0.604166667,grass,wimbledon,R,68.5
1510,0.114754098,0.59223301,106.3606557,83.57894737,0.516666667,0.483333333,0.038834951,F,Dominika Cibulkova,Ana Konjuh,117,0.582524272,grass,wimbledon,R,68.5
1511,0.074074074,0.613636364,103.8518519,84.06666667,0.5,0.5,0.045454545,F,Venus Williams,Ana Konjuh,30,0.545454545,grass,wimbledon,R,68.5
1512,0.097560976,0.518987342,110.2926829,86.12903226,0.581395349,0.418604651,0.088607595,F,Daria Gavrilova,Ana Konjuh,86,0.544303797,hard,aus,R,68.5
1723,0.048780488,0.719298246,88.43902439,76.57142857,0.538461538,0.461538462,0.035087719,F,Caroline Wozniacki,Mihaela Buzarnescu,46,0.456140351,hard,us,L,68.9
113,0.111111111,0.567567568,0,0,0.492537313,0.507462687,0.018018018,M,Nicolas Kicker,Damir Dzumhur,104,0.603603604,clay,french,R,68.9
114,0,0.632352941,0,0,0.533333333,0.466666667,0.058823529,M,Renzo Olivo,Damir Dzumhur,84,0.661764706,grass,wimbledon,R,68.9
115,0.015625,0.688172043,101.640625,83.16,0.519230769,0.480769231,0.043010753,M,Aljaz Bedene,Damir Dzumhur,89,0.559139785,grass,wimbledon,R,68.9
116,0.060240964,0.658730159,96.19277108,76.20512821,0.441176471,0.558823529,0.031746032,M,Andrey Rublev,Damir Dzumhur,133,0.53968254,hard,us,R,68.9
117,0.012345679,0.5625,0,0,0.534090909,0.465909091,0.055555556,M,Viktor Troicki,Damir Dzumhur,129,0.611111111,hard,aus,R,68.9
158,0.016393443,0.635416667,91.31147541,73.625,0.483333333,0.516666667,0.03125,M,Jeremy Chardy,Radu Albot,87,0.625,clay,french,R,68.9
159,0.036363636,0.714285714,0,0,0.53,0.47,0.019480519,M,Facundo Bagnis,Radu Albot,173,0.649350649,grass,wimbledon,R,68.9
160,0.012987013,0.647058824,107.1038961,92.13888889,0.540540541,0.459459459,0.050420168,M,Steve Johnson,Radu Albot,106,0.621848739,grass,wimbledon,R,68.9
161,0.051282051,0.735849057,102.2820513,86.16666667,0.449275362,0.550724638,0.037735849,M,Sam Querrey,Radu Albot,96,0.650943396,hard,us,R,68.9
162,0.063636364,0.714285714,0,0,0.484848485,0.515151515,0.012987013,M,Carlos Berlocq,Radu Albot,152,0.642857143,hard,aus,R,68.9
320,0.111111111,0.606741573,0,0,0.492063492,0.507936508,0.04494382,M,Donald Young,David Ferrer,214,0.707865169,clay,french,R,68.9
321,0.038834951,0.591954023,101.7087379,89.84210526,0.561904762,0.438095238,0.08045977,M,Feliciano Lopez,David Ferrer,172,0.603448276,clay,french,R,68.9
322,0.011764706,0.653846154,108.9647059,98.05,0.460674157,0.539325843,0.038461538,M,Richard Gasquet,David Ferrer,133,0.684615385,grass,wimbledon,R,68.9
323,0,0.5,0,0,0.375,0.625,0.083333333,M,Steve Darcis,David Ferrer,14,0.666666667,grass,wimbledon,R,68.9
324,0.053571429,0.602150538,110.7857143,96.68571429,0.444444444,0.555555556,0.021505376,M,Tomas Berdych,David Ferrer,72,0.580645161,grass,wimbledon,R,68.9
325,0.090909091,0.656716418,110.9090909,96.71428571,0.428571429,0.571428571,0.029850746,M,Omar Jasika,David Ferrer,83,0.731343284,hard,aus,R,68.9
326,0.071428571,0.595744681,106.1309524,90.32,0.511363636,0.488636364,0.04964539,M,Ernesto Escobedo,David Ferrer,134,0.624113475,hard,aus,R,68.9
327,0.012345679,0.536423841,103.8148148,92.765625,0.494382022,0.505617978,0.039735099,M,Roberto Bautista Agut,David Ferrer,161,0.589403974,hard,aus,R,68.9
805,0.015625,0.62745098,91.65625,71.8125,0.553191489,0.446808511,0.058823529,F,Jelena Ostapenko,Louisa Chirico,87,0.460784314,clay,french,R,68.9
806,0.1,0.652173913,98.23333333,86,0.571428571,0.428571429,0.043478261,F,Eugenie Bouchard,Louisa Chirico,35,0.456521739,hard,aus,R,68.9
832,0.131578947,0.584615385,93.55263158,78.76923077,0.488372093,0.511627907,0.015384615,F,Kristina Kucova,Samantha Stosur,75,0.661538462,clay,french,R,68.9
833,0.034482759,0.5,106.8965517,78.14285714,0.395348837,0.604651163,0.017241379,F,Kirsten Flipkens,Samantha Stosur,82,0.74137931,clay,french,R,68.9
834,0.133333333,0.652173913,77.3,89.8125,0.52,0.48,0,F,Bethanie Mattek Sands,Samantha Stosur,61,0.543478261,clay,french,R,68.9
835,0.075471698,0.630952381,0,0,0.586956522,0.413043478,0.047619048,F,Jelena Ostapenko,Samantha Stosur,84,0.547619048,clay,french,R,68.9
836,0.082191781,0.682242991,106.6575342,87.375,0.464285714,0.535714286,0.018691589,F,Heather Watson,Samantha Stosur,88,0.523364486,hard,aus,R,68.9
1002,0.093023256,0.661538462,0,0,0.5,0.5,0.015384615,F,Marina Erakovic,Shelby Rogers,70,0.738461538,clay,french,R,68.9
1003,0.039215686,0.68,0,0,0.547619048,0.452380952,0.013333333,F,Cagla Buyukakcay,Shelby Rogers,83,0.56,clay,french,R,68.9
1004,0.054054054,0.660714286,96.54054054,79.97142857,0.441176471,0.558823529,0.026785714,F,Kristina Mladenovic,Shelby Rogers,110,0.607142857,clay,french,R,68.9
1005,0.161290323,0.613861386,0,0,0.476190476,0.523809524,0.03960396,F,Julia Boserup,Shelby Rogers,100,0.623762376,grass,wimbledon,R,68.9
1006,0.116666667,0.582524272,0,0,0.492957746,0.507042254,0.058252427,F,Lucie Safarova,Shelby Rogers,102,0.689320388,grass,wimbledon,R,68.9
1007,0.092307692,0.590909091,101.5230769,86.6744186,0.52238806,0.47761194,0.018181818,F,Angelique Kerber,Shelby Rogers,109,0.609090909,grass,wimbledon,R,68.9
1008,0.012820513,0.561151079,97.57692308,82.2,0.538461538,0.461538462,0.043165468,F,Daria Gavrilova,Shelby Rogers,132,0.561151079,hard,us,R,68.9
1009,0.043478261,0.676470588,91.5,73.42105263,0.594594595,0.405405405,0.044117647,F,Elina Svitolina,Shelby Rogers,66,0.544117647,hard,us,R,68.9
1010,0.058823529,0.641509434,101.7058824,83.21052632,0.5,0.5,0,F,Simona Halep,Shelby Rogers,70,0.679245283,hard,aus,R,68.9
1011,0.147058824,0.618181818,99.35294118,85.6,0.483870968,0.516129032,0.018181818,F,Ashleigh Barty,Shelby Rogers,45,0.563636364,hard,aus,R,68.9
1196,0.114285714,0.593220339,0,0,0.533333333,0.466666667,0.06779661,F,Petra Martic,Kateryna Bondarenko,53,0.508474576,clay,french,R,68.9
1197,0.054054054,0.606557377,0,0,0.558823529,0.441176471,0.098360656,F,Yanina Wickmayer,Kateryna Bondarenko,59,0.557377049,grass,wimbledon,R,68.9
1198,0.090909091,0.656716418,91.97727273,77.8,0.472222222,0.527777778,0.119402985,F,Caroline Garcia,Kateryna Bondarenko,70,0.537313433,hard,aus,R,68.9
1449,0.105263158,0.655172414,89.5,76.58823529,0.432432432,0.567567568,0.051724138,F,Irina Khromacheva,Pauline Parmentier,63,0.637931034,clay,french,R,68.9
1450,0,0.532608696,81,65.075,0.46,0.54,0.032608696,F,Carina Witthoeft,Pauline Parmentier,81,0.543478261,clay,french,R,68.9
1451,0.111111111,0.490909091,106.2592593,87.29166667,0.428571429,0.571428571,0.072727273,F,Kristina Mladenovic,Pauline Parmentier,42,0.509090909,grass,wimbledon,R,68.9
1452,0.12195122,0.445652174,106.3170732,86.52380952,0.480769231,0.519230769,0.097826087,F,Oceane Dodin,Pauline Parmentier,100,0.565217391,hard,us,R,68.9
1453,0.076923077,0.604651163,100.4230769,83.92592593,0.517241379,0.482758621,0.081395349,F,Misaki Doi,Pauline Parmentier,83,0.674418605,hard,aus,R,68.9
1454,0.065217391,0.582278481,102.8478261,85.40740741,0.431818182,0.568181818,0.075949367,F,CoCo Vandeweghe,Pauline Parmentier,77,0.556962025,hard,aus,R,68.9
1582,0,0.666666667,0,0,0.510869565,0.489130435,0.021276596,M,Marcel Granollers,Dudi Sela,130,0.65248227,grass,wimbledon,R,68.9
1583,0.033057851,0.654054054,97.09917355,86.59677419,0.481751825,0.518248175,0.010810811,M,John Isner,Dudi Sela,187,0.740540541,grass,wimbledon,R,68.9
1584,0.04,0.543478261,98.76,87.05263158,0.5,0.5,0.043478261,M,Grigor Dimitrov,Dudi Sela,26,0.434782609,grass,wimbledon,R,68.9
1585,0.028571429,0.507246377,101.8,80.96875,0.55,0.45,0.028985507,M,Sam Querrey,Dudi Sela,57,0.579710145,hard,us,R,68.9
1586,0.073529412,0.693877551,0,0,0.465517241,0.534482759,0.051020408,M,Lukas Lacko,Dudi Sela,103,0.591836735,hard,aus,R,68.9
1610,0.030612245,0.662162162,0,0,0.528089888,0.471910112,0.040540541,M,Steve Darcis,Ricardas Berankis,145,0.601351351,grass,wimbledon,R,68.9
1685,0.175,0.588235294,101.675,83.66666667,0.512820513,0.487179487,0.058823529,F,Heather Watson,Maryna Zanevska,61,0.573529412,grass,wimbledon,R,68.9
1686,0.066666667,0.476190476,0,0,0.451612903,0.548387097,0.095238095,F,Jennifer Brady,Maryna Zanevska,44,0.492063492,hard,aus,R,68.9
432,0.030769231,0.580357143,89.41538462,69.45945946,0.431034483,0.568965517,0.089285714,M,Tommy Robredo,Daniel Evans,92,0.517857143,clay,french,R,69
433,0.264150943,0.602272727,0,0,0.553846154,0.446153846,0.034090909,M,Facundo Bagnis,Daniel Evans,107,0.738636364,hard,aus,R,69
434,0.05952381,0.587412587,112.297619,92.57692308,0.420454545,0.579545455,0.048951049,M,Marin Cilic,Daniel Evans,130,0.615384615,hard,aus,R,69
435,0.12,0.559701493,113.3733333,92.40350877,0.454545455,0.545454545,0.014925373,M,Bernard Tomic,Daniel Evans,129,0.656716418,hard,aus,R,69
436,0.07,0.699300699,114.49,95.21875,0.528089888,0.471910112,0.076923077,M,Jo Wilfried Tsonga,Daniel Evans,120,0.622377622,hard,aus,R,69
1363,0,0.6,70,61.625,0.565217391,0.434782609,0.044444444,F,Barbora Strycova,Alison Riske,47,0.511111111,clay,french,R,69
1364,0,0.68852459,0,0,0.461538462,0.538461538,0.049180328,F,Sloane Stephens,Alison Riske,63,0.639344262,grass,wimbledon,R,69
1365,0.027777778,0.765957447,61.98611111,43.66666667,0.481481481,0.518518519,0.010638298,F,Kristina Mladenovic,Alison Riske,92,0.574468085,grass,wimbledon,R,69
1366,0.02,0.78125,95.3,84.7,0.612903226,0.387096774,0.0625,F,Coco Vandeweghe,Alison Riske,46,0.484375,grass,wimbledon,R,69
1367,0,0.674418605,96.01724138,88.35,0.46,0.54,0.093023256,F,CoCo Vandeweghe,Alison Riske,76,0.581395349,hard,us,R,69
1368,0.014705882,0.635514019,90.42647059,81.30555556,0.5,0.5,0.028037383,F,Shuai Zhang,Alison Riske,115,0.579439252,hard,aus,R,69
1369,0.05,0.606060606,90.525,81.63636364,0.545454545,0.454545455,0.060606061,F,Sorana Cirstea,Alison Riske,51,0.5,hard,aus,R,69
1764,0.035087719,0.558823529,112.6666667,99.97619048,0.515625,0.484375,0.029411765,M,Roger Federer,Noah Rubin,96,0.62745098,hard,aus,R,69
1766,0.078947368,0.550724638,102.7631579,83.66666667,0.466666667,0.533333333,0.101449275,F,Mona Barthel,Destanee Aiava,70,0.652173913,hard,aus,R,69
1780,0.096774194,0.508196721,97.70967742,86.82142857,0.454545455,0.545454545,0.032786885,F,Serena Williams,Belinda Bencic,52,0.540983607,hard,aus,R,69
1781,0.235294118,0.607142857,103.2941176,87.05555556,0.540540541,0.459459459,0.071428571,F,Belinda Bencic,Serena Williams,65,0.660714286,hard,aus,R,69
1782,0.291666667,0.64,108.25,91.23809524,0.549019608,0.450980392,0.08,F,Lucie Safarova,Serena Williams,73,0.68,hard,aus,R,69
1783,0.173913043,0.5,106.6521739,89.31578947,0.53125,0.46875,0.086956522,F,Nicole Gibbs,Serena Williams,61,0.695652174,hard,aus,R,69
1784,0.148148148,0.45,103.0740741,83.96666667,0.53125,0.46875,0.05,F,Barbora Strycova,Serena Williams,71,0.533333333,hard,aus,R,69
1785,0.346153846,0.448275862,106,94.53333333,0.512820513,0.487179487,0.034482759,F,Johanna Konta,Serena Williams,63,0.672413793,hard,aus,R,69
1786,0.115384615,0.684210526,105.2692308,90.44444444,0.428571429,0.571428571,0.078947368,F,Mirjana Lucic Baroni,Serena Williams,56,0.736842105,hard,aus,R,69
785,0.058823529,0.728571429,78.8627451,62.05882353,0.5,0.5,0.028571429,F,Angelique Kerber,Ekaterina Makarova,72,0.571428571,clay,french,L,69.29
786,0,0.684210526,0,0,0.357142857,0.642857143,0.052631579,F,Lesia Tsurenko,Ekaterina Makarova,37,0.368421053,clay,french,L,69.29
787,0.068965517,0.617021277,0,0,0.484848485,0.515151515,0.063829787,F,Alison Van Uytvanck,Ekaterina Makarova,55,0.70212766,grass,wimbledon,L,69.29
788,0.052631579,0.745098039,99.13157895,85,0.590909091,0.409090909,0.098039216,F,Svetlana Kuznetsova,Ekaterina Makarova,47,0.431372549,grass,wimbledon,L,69.29
789,0,0.738095238,96.19354839,74.81818182,0.586206897,0.413793103,0,F,Mona Barthel,Ekaterina Makarova,60,0.69047619,hard,us,L,69.29
790,0.045454545,0.725274725,92.5,76.09090909,0.551724138,0.448275862,0.032967033,F,Caroline Wozniacki,Ekaterina Makarova,102,0.637362637,hard,us,L,69.29
791,0,0.731343284,92.7755102,74.29411765,0.470588235,0.529411765,0.014925373,F,,Ekaterina Makarova,64,0.507462687,hard,us,L,69.29
792,0.191489362,0.691176471,93.63829787,76.15789474,0.469387755,0.530612245,0.029411765,F,Ekaterina Alexandrova,Ekaterina Makarova,82,0.720588235,hard,aus,L,69.29
793,0.052631579,0.730769231,95.31578947,77.25,0.518518519,0.481481481,0.038461538,F,Sara Errani,Ekaterina Makarova,57,0.519230769,hard,aus,L,69.29
794,0.066666667,0.652173913,95.2,74.11111111,0.552238806,0.447761194,0.034782609,F,Dominika Cibulkova,Ekaterina Makarova,112,0.582608696,hard,aus,L,69.29
795,0.034482759,0.630434783,94.34482759,78.07692308,0.434782609,0.565217391,0.086956522,F,Johanna Konta,Ekaterina Makarova,39,0.5,hard,aus,L,69.29
1106,0,0.568181818,0,0,0.5,0.5,0.227272727,F,Timea Bacsinszky,Sara Sorribes Tormo,40,0.318181818,clay,french,R,69.29
1107,0,0.527777778,0,0,0.534883721,0.465116279,0.097222222,F,Naomi Osaka,Sara Sorribes Tormo,77,0.597222222,grass,wimbledon,R,69.29
1108,0,0.621621622,89.86956522,76.5,0.363636364,0.636363636,0.27027027,F,Kurumi Nara,Sara Sorribes Tormo,31,0.297297297,hard,us,R,69.29
1109,0.066666667,0.625,91.6,77.75,0.666666667,0.333333333,0.125,F,Karolina Pliskova,Sara Sorribes Tormo,31,0.375,hard,aus,R,69.29
1439,0.014705882,0.790697674,0,0,0.543478261,0.456521739,0.034883721,F,Lauren Davis,Carina Witthoeft,87,0.534883721,clay,french,R,69.29
1440,0,0.75,73.14035088,55,0.555555556,0.444444444,0.026315789,F,Pauline Parmentier,Carina Witthoeft,87,0.592105263,clay,french,R,69.29
1441,0,0.724137931,0,0,0.52,0.48,0.017241379,F,Karolina Pliskova,Carina Witthoeft,46,0.431034483,clay,french,R,69.29
1442,0.024691358,0.669421488,0,0,0.5,0.5,0.041322314,F,Mirjana Lucic Baroni,Carina Witthoeft,119,0.595041322,grass,wimbledon,R,69.29
1443,0.046875,0.666666667,0,0,0.593220339,0.406779661,0.072916667,F,Aryna Sabalenka,Carina Witthoeft,98,0.614583333,grass,wimbledon,R,69.29
1444,0.043478261,0.707692308,96.23913043,88.42857143,0.466666667,0.533333333,0.076923077,F,Elina Svitolina,Carina Witthoeft,49,0.461538462,grass,wimbledon,R,69.29
1445,0.072727273,0.670731707,0,0,0.538461538,0.461538462,0.097560976,F,Eri Hozumi,Carina Witthoeft,88,0.634146341,hard,aus,R,69.29
1446,0.046875,0.688172043,97.640625,91.23809524,0.530612245,0.469387755,0.086021505,F,Angelique Kerber,Carina Witthoeft,92,0.52688172,hard,aus,R,69.29
1778,0,0.526315789,99.66666667,84.2173913,0.5,0.5,0.070175439,F,Barbora Strycova,Elizaveta Kulichkova,46,0.526315789,hard,aus,R,69.5
1405,0.032258065,0.534482759,77.64516129,70.59090909,0.607142857,0.392857143,0.086206897,F,Veronica Cepede Royg,Lucie Safarova,40,0.482758621,clay,french,L,69.69
