,ad_acepercentage,ad_firstservepercentage,deuce_acepercentage,deuce_firstservepercentage,gender,opponent,player,surface,tournament
149,0.7142857142857143,0.48484848484848486,0.2857142857142857,0.5151515151515151,M,Sam Querrey,Kevin Anderson,hard,us
150,0.42857142857142855,0.5161290322580645,0.5714285714285714,0.4838709677419355,M,Diego Schwartzman,Pablo Carreno Busta,hard,us
151,0.5,0.4666666666666667,0.5,0.5333333333333333,M,Pablo Carreno Busta,Diego Schwartzman,hard,us
152,0.4,0.5230769230769231,0.6,0.47692307692307695,M,Juan Martin del Potro,Rafael Nadal,hard,us
153,0.2857142857142857,0.47619047619047616,0.7142857142857143,0.5238095238095238,M,Rafael Nadal,Juan Martin del Potro,hard,us
154,0.5,0.5352112676056338,0.5,0.4647887323943662,M,Pablo Carreno Busta,Kevin Anderson,hard,us
155,1.0,0.46078431372549017,0.0,0.5392156862745098,M,Kevin Anderson,Pablo Carreno Busta,hard,us
156,0.0,0.5111111111111111,1.0,0.4888888888888889,M,Kevin Anderson,Rafael Nadal,hard,us
157,0.7,0.5,0.3,0.5,M,Rafael Nadal,Kevin Anderson,hard,us
158,0.5714285714285714,0.4,0.42857142857142855,0.6,F,Magda Linette,Karolina Pliskova,hard,us
159,0.0,0.5555555555555556,0.0,0.4444444444444444,F,Karolina Pliskova,Magda Linette,hard,us
160,0.3333333333333333,0.4642857142857143,0.6666666666666666,0.5357142857142857,F,Misaki Doi,Barbora Strycova,hard,us
161,0.0,0.4583333333333333,0.0,0.5416666666666666,F,Barbora Strycova,Misaki Doi,hard,us
162,1.0,0.47761194029850745,0.0,0.5223880597014925,F,Ana Bogdan,Taylor Townsend,hard,us
163,0.3333333333333333,0.47692307692307695,0.6666666666666666,0.5230769230769231,F,Taylor Townsend,Ana Bogdan,hard,us
164,0.42857142857142855,0.5416666666666666,0.5714285714285714,0.4583333333333333,F,Petra Martic,Agnieszka Radwanska,hard,us
165,0.5,0.5,0.5,0.5,F,Agnieszka Radwanska,Petra Martic,hard,us
166,1.0,0.4864864864864865,0.0,0.5135135135135135,F,Brienne Minor,Ons Jabeur,hard,us
167,0.0,0.5161290322580645,1.0,0.4838709677419355,F,Ons Jabeur,Brienne Minor,hard,us
168,0.0,0.4482758620689655,0.0,0.5517241379310345,F,CoCo Vandeweghe,Alison Riske,hard,us
169,0.25,0.41379310344827586,0.75,0.5862068965517241,F,Alison Riske,CoCo Vandeweghe,hard,us
170,1.0,0.46296296296296297,0.0,0.5370370370370371,F,Catherine Bellis,Nao Hibino,hard,us
171,0.3333333333333333,0.4528301886792453,0.6666666666666666,0.5471698113207547,F,Nao Hibino,Catherine Bellis,hard,us
172,0.0,0.5135135135135135,0.0,0.4864864864864865,F,Sara Sorribes Tormo,Kurumi Nara,hard,us
173,0.0,0.5652173913043478,0.0,0.43478260869565216,F,Kurumi Nara,Sara Sorribes Tormo,hard,us
174,0.6666666666666666,0.5357142857142857,0.3333333333333333,0.4642857142857143,F,Svetlana Kuznetsova,Marketa Vondrousova,hard,us
175,1.0,0.4838709677419355,0.0,0.5161290322580645,F,Marketa Vondrousova,Svetlana Kuznetsova,hard,us
176,0.6666666666666666,0.43478260869565216,0.3333333333333333,0.5652173913043478,F,Katerina Siniakova,Elina Svitolina,hard,us
177,0.0,0.5892857142857143,0.0,0.4107142857142857,F,Elina Svitolina,Katerina Siniakova,hard,us
178,1.0,0.4418604651162791,0.0,0.5581395348837209,F,Eugenie Bouchard,Evgeniya Rodina,hard,us
179,0.6666666666666666,0.48717948717948717,0.3333333333333333,0.5128205128205128,F,Evgeniya Rodina,Eugenie Bouchard,hard,us
180,1.0,0.5,0.0,0.5,F,Daria Gavrilova,Allie Kiick,hard,us
181,0.0,0.5769230769230769,0.0,0.4230769230769231,F,Allie Kiick,Daria Gavrilova,hard,us
182,0.0,0.425531914893617,0.0,0.574468085106383,F,Madison Keys,Elise Mertens,hard,us
183,0.75,0.5254237288135594,0.25,0.4745762711864407,F,Elise Mertens,Madison Keys,hard,us
184,1.0,0.6363636363636364,0.0,0.36363636363636365,F,Lara Arruabarrena,Jelena Ostapenko,hard,us
185,0.3333333333333333,0.425,0.6666666666666666,0.575,F,Jelena Ostapenko,Lara Arruabarrena,hard,us
186,0.0,0.4827586206896552,0.0,0.5172413793103449,F,Angelique Kerber,Naomi Osaka,hard,us
187,0.0,0.5151515151515151,0.0,0.48484848484848486,F,Naomi Osaka,Angelique Kerber,hard,us
188,0.0,0.5555555555555556,1.0,0.4444444444444444,F,Mihaela Buzarnescu,Caroline Wozniacki,hard,us
189,0.5,0.4878048780487805,0.5,0.5121951219512195,F,Caroline Wozniacki,Mihaela Buzarnescu,hard,us
190,0.6666666666666666,0.45,0.3333333333333333,0.55,F,Ekaterina Makarova,Mona Barthel,hard,us
191,0.0,0.5483870967741935,0.0,0.45161290322580644,F,Mona Barthel,Ekaterina Makarova,hard,us
192,0.2,0.4878048780487805,0.8,0.5121951219512195,F,Oceane Dodin,Pauline Parmentier,hard,us
193,0.0,0.44642857142857145,1.0,0.5535714285714286,F,Pauline Parmentier,Oceane Dodin,hard,us
194,0.4,0.4117647058823529,0.6,0.5882352941176471,F,Venus Williams,Viktoria Kuzmova,hard,us
195,0.5,0.4634146341463415,0.5,0.5365853658536586,F,Viktoria Kuzmova,Venus Williams,hard,us
196,1.0,0.5365853658536586,0.0,0.4634146341463415,F,Jelena Jankovic,Petra Kvitova,hard,us
197,0.5,0.49019607843137253,0.5,0.5098039215686274,F,Petra Kvitova,Jelena Jankovic,hard,us
198,0.6666666666666666,0.5,0.3333333333333333,0.5,F,Misa Eguchi,Kristyna Pliskova,hard,us
199,0.0,0.5454545454545454,0.0,0.45454545454545453,F,Kristyna Pliskova,Misa Eguchi,hard,us
200,0.0,0.45901639344262296,1.0,0.5409836065573771,F,Ying Ying Duan,Claire Liu,hard,us
201,0.3333333333333333,0.4745762711864407,0.6666666666666666,0.5254237288135594,F,Claire Liu,Ying Ying Duan,hard,us
202,0.0,0.47058823529411764,0.0,0.5294117647058824,F,nan,Varvara Lepchenko,hard,us
203,0.0,0.5416666666666666,0.0,0.4583333333333333,F,Varvara Lepchenko,nan,hard,us
204,0.2,0.4888888888888889,0.8,0.5111111111111111,F,Aleksandra Krunic,Johanna Konta,hard,us
205,0.5714285714285714,0.46296296296296297,0.42857142857142855,0.5370370370370371,F,Johanna Konta,Aleksandra Krunic,hard,us
206,1.0,0.5428571428571428,0.0,0.45714285714285713,F,Alison Van Uytvanck,Saisai Zheng,hard,us
207,0.2857142857142857,0.48484848484848486,0.7142857142857143,0.5151515151515151,F,Saisai Zheng,Alison Van Uytvanck,hard,us
208,0.0,0.5555555555555556,1.0,0.4444444444444444,F,Roberta Vinci,Sloane Stephens,hard,us
209,0.0,0.5,0.0,0.5,F,Sloane Stephens,Roberta Vinci,hard,us
210,0.5,0.5094339622641509,0.5,0.49056603773584906,F,Dominika Cibulkova,Jana Cepelova,hard,us
211,0.0,0.5,0.0,0.5,F,Jana Cepelova,Dominika Cibulkova,hard,us
212,0.0,0.5,1.0,0.5,F,Shuai Peng,Amandine Hesse,hard,us
213,0.5,0.4883720930232558,0.5,0.5116279069767442,F,Amandine Hesse,Shuai Peng,hard,us
214,0.0,0.4727272727272727,1.0,0.5272727272727272,F,Sofia Kenin,Lauren Davis,hard,us
215,0.0,0.5185185185185185,0.0,0.48148148148148145,F,Lauren Davis,Sofia Kenin,hard,us
216,0.2,0.4,0.8,0.6,F,Simona Halep,Maria Sharapova,hard,us
217,0.0,0.569620253164557,1.0,0.43037974683544306,F,Maria Sharapova,Simona Halep,hard,us
218,0.36363636363636365,0.4827586206896552,0.6363636363636364,0.5172413793103449,F,Nicole Gibbs,Karolina Pliskova,hard,us
219,1.0,0.4375,0.0,0.5625,F,Karolina Pliskova,Nicole Gibbs,hard,us
220,0.0,0.4857142857142857,0.0,0.5142857142857142,F,Shuai Zhang,Risa Ozaki,hard,us
221,0.5,0.5151515151515151,0.5,0.48484848484848486,F,Risa Ozaki,Shuai Zhang,hard,us
222,0.0,0.5925925925925926,0.0,0.4074074074074074,F,Jennifer Brady,Barbora Strycova,hard,us
223,0.0,0.5806451612903226,0.0,0.41935483870967744,F,Barbora Strycova,Jennifer Brady,hard,us
224,0.6666666666666666,0.47058823529411764,0.3333333333333333,0.5294117647058824,F,Yulia Putintseva,Agnieszka Radwanska,hard,us
225,0.0,0.575,1.0,0.425,F,Agnieszka Radwanska,Yulia Putintseva,hard,us
226,0.0,0.5128205128205128,0.0,0.48717948717948717,F,CoCo Vandeweghe,Ons Jabeur,hard,us
227,0.5,0.6551724137931034,0.5,0.3448275862068966,F,Ons Jabeur,CoCo Vandeweghe,hard,us
228,0.6,0.4230769230769231,0.4,0.5769230769230769,F,Nao Hibino,Lucie Safarova,hard,us
229,0.0,0.4642857142857143,1.0,0.5357142857142857,F,Lucie Safarova,Nao Hibino,hard,us
230,0.0,0.47761194029850745,1.0,0.5223880597014925,F,Svetlana Kuznetsova,Kurumi Nara,hard,us
231,0.3333333333333333,0.5,0.6666666666666666,0.5,F,Kurumi Nara,Svetlana Kuznetsova,hard,us
232,0.5,0.5294117647058824,0.5,0.47058823529411764,F,Evgeniya Rodina,Elina Svitolina,hard,us
233,0.0,0.5365853658536586,1.0,0.4634146341463415,F,Elina Svitolina,Evgeniya Rodina,hard,us
234,1.0,0.46153846153846156,0.0,0.5384615384615384,F,Daria Gavrilova,Shelby Rogers,hard,us
235,0.4,0.47368421052631576,0.6,0.5263157894736842,F,Shelby Rogers,Daria Gavrilova,hard,us
236,0.0,0.5217391304347826,0.0,0.4782608695652174,F,Kirsten Flipkens,Elena Vesnina,hard,us
237,0.5,0.45714285714285713,0.5,0.5428571428571428,F,Elena Vesnina,Kirsten Flipkens,hard,us
238,1.0,0.525,0.0,0.475,F,Madison Keys,Tatjana Maria,hard,us
239,0.6,0.42424242424242425,0.4,0.5757575757575758,F,Tatjana Maria,Madison Keys,hard,us
240,0.0,0.5476190476190477,1.0,0.4523809523809524,F,Sorana Cirstea,Jelena Ostapenko,hard,us
241,0.3333333333333333,0.5128205128205128,0.6666666666666666,0.48717948717948717,F,Jelena Ostapenko,Sorana Cirstea,hard,us
242,0.3333333333333333,0.5,0.6666666666666666,0.5,F,Christina McHale,Daria Kasatkina,hard,us
243,0.3333333333333333,0.5434782608695652,0.6666666666666666,0.45652173913043476,F,Daria Kasatkina,Christina McHale,hard,us
244,0.0,0.5102040816326531,1.0,0.4897959183673469,F,Kaia Kanepi,Yanina Wickmayer,hard,us
245,0.16666666666666666,0.48,0.8333333333333334,0.52,F,Yanina Wickmayer,Kaia Kanepi,hard,us
